# NHTSA vPIC World Manufacturer Identifier table, retrieved 2026-09-21.
# Regenerate with: go run ./tools/wmi-import
# Left out because they cannot appear in a VIN: 1OY, 4OG
wmi,manufacturer_id,manufacturer,make,vehicle_type,country
1A9524,13074,"ADVANCED MANUFACTURING & POWER SYSTEMS, INC.",,Trailer,UNITED STATES (USA)
1A9525,13079,ADVANCED TRAILER SYSTEMS,,Trailer,UNITED STATES (USA)
1A9526,4419,A-1 TRUCK REPAIR LLC,,Trailer,UNITED STATES (USA)
1A9527,17238,"ARSENAL TRAILER MANUFACTURING, INC",,Trailer,UNITED STATES (USA)
1A9528,9381,"ALLIED MACHINE, INC.",,Trailer,UNITED STATES (USA)
1A9529,5713,DELTA FUEL INDUSTRIES LLC,,Trailer,UNITED STATES (USA)
1A9530,5713,DELTA FUEL INDUSTRIES LLC,,Trailer,UNITED STATES (USA)
1A9531,4400,A & B INDUSTRIES,,Trailer,UNITED STATES (USA)
1A9532,5074,"ADVANCED BUS INDUSTRIES, LLC",,Bus,UNITED STATES (USA)
1A9533,13073,ADVANCED DIRECTIONAL DRILLING SYS. INC.,,Trailer,UNITED STATES (USA)
1A9536,12522,AAR WELDING INC,,Trailer,UNITED STATES (USA)
1A9539,5406,AUTODELTA USA INC,,Passenger Car,UNITED STATES (USA)
1A9541,5063,ADAMS EQUIPMENT,,Trailer,UNITED STATES (USA)
1A9542,13075,ADVANCED METALCRAFT & CO.,,Trailer,UNITED STATES (USA)
1A9543,4471,AMERICAN HOMESTAR CORPORATION,,Trailer,UNITED STATES (USA)
1A9545,12784,AVESCO WELDING & FABRICATION,,Trailer,UNITED STATES (USA)
1A9546,4798,IRON WORKS ENTERPRISES INC DBA ALLCO TRAILER MANUFACTURING,,Trailer,UNITED STATES (USA)
1A9549,4844,"ALLEN BOAT COMPANY, INC.",,Trailer,UNITED STATES (USA)
1A9550,13224,"APPLIED CONCEPTS, INC.",,Trailer,UNITED STATES (USA)
1A9551,17403,ADVANCED PORTABLE BUILDINGS & TRAILERS,,Trailer,UNITED STATES (USA)
1A9554,4401,A & D TRAILERS,,Trailer,UNITED STATES (USA)
1A9555,5056,ACTION INDUSTRIAL STUDIO,,Motorcycle,UNITED STATES (USA)
1A9558,13117,ANDY'S WELDING,,Trailer,UNITED STATES (USA)
1A9559,4836,ALISO TRAILERS MFG INC,,Trailer,UNITED STATES (USA)
1A9561,9186,ADVANCED STRIPING EQUIPMENT,,Trailer,UNITED STATES (USA)
1A9563,17612,ALLSTATES PRODUCTION EQUIPMENT COMPANY,,Trailer,UNITED STATES (USA)
1A9565,4840,"ALL WHEEL DRIVE EQUIP. MFG., INC",,Trailer,UNITED STATES (USA)
1A9566,13078,ADVANCED TRAILER SERVICE INC,,Trailer,UNITED STATES (USA)
1A9567,13218,APOGEE TRAILERS LLC,,Trailer,UNITED STATES (USA)
1A9568,2202,ALUMINATOR TRAILERS LLC,,Trailer,UNITED STATES (USA)
1A9569,5132,APEX CUSTOM TRAILERS,,Trailer,UNITED STATES (USA)
1A9571,5716,ALPINE INDUSTRIAL LLC,,Trailer,UNITED STATES (USA)
1A9572,2087,"AMERICAN TRAILER MANUFACTURING CO., INC.",,Trailer,UNITED STATES (USA)
1A9574,5183,AMERICAN WASH COMPANY,,Trailer,UNITED STATES (USA)
1A9577,1962,AMARON TRAILERS,,Trailer,UNITED STATES (USA)
1A9582,1967,AMEN CHASSIS WORKS,,Motorcycle,UNITED STATES (USA)
1A9585,9793,AGRIFLEET LEASING CORPORATION,,Trailer,UNITED STATES (USA)
1A9586,5127,AP TRAILERS LLC,,Trailer,UNITED STATES (USA)
1A9588,1999,ARLEN NESS,,Motorcycle,UNITED STATES (USA)
1A9589,5717,ALPINE WELDING & FABRICATION INC,,Trailer,UNITED STATES (USA)
1A9590,1963,AMAZE-N-TOW INC,,Trailer,UNITED STATES (USA)
1A9592,1994,ARIZONA MACHINE & FABRICATION INC.,,Low Speed Vehicle (LSV),UNITED STATES (USA)
1A9593,13089,AEC ENTERPRISES INC,,Trailer,UNITED STATES (USA)
1A9596,973,"AMERICAN CUSTOM GOLF CARS, INC",,Low Speed Vehicle (LSV),UNITED STATES (USA)
1A9597,4841,ALL-IN-ONE PRODUCTS,,Trailer,UNITED STATES (USA)
1A9600,5185,AMERICAN WELDING & MACHINE,,Trailer,UNITED STATES (USA)
1A9601,4549,ARMSTRONG TRAILERS,,Trailer,UNITED STATES (USA)
1A9602,17670,AMERICAN TRUCK COMPANY,,Truck,UNITED STATES (USA)
1A9603,5126,"ANYTHING IN IRON, INC",,Trailer,UNITED STATES (USA)
1A9604,1970,AMERI-CAMP,,Trailer,UNITED STATES (USA)
1A9605,4839,ALL PRO CYCLES,,Motorcycle,UNITED STATES (USA)
1A9606,4559,ARROWHEAD TRAILER MFG INC,,Trailer,UNITED STATES (USA)
1A9611,13100,AGVANTAGE MANUFACTURING CORP.,,Trailer,UNITED STATES (USA)
1A9613,13234,ARGO TRAILERS,,Trailer,UNITED STATES (USA)
1A9614,5058,ACTION TRAILERS,,Trailer,UNITED STATES (USA)
1A9616,2206,ALUMINUM TRAILER MANUFACTURING,,Trailer,UNITED STATES (USA)
1A9617,4825,ALC MANUFACTURING LLC,,Trailer,UNITED STATES (USA)
1A9618,1958,"ALUMITUFF MANUFACTURING, LLC",,Trailer,UNITED STATES (USA)
1A9619,4548,"ARMSTRONG TRAILER MANUFACTURING CO., INC.",,Trailer,UNITED STATES (USA)
1A9624,1957,ALUMINX CO,,Trailer,UNITED STATES (USA)
1A9629,12520,"AAD WELDING, INC.",,Trailer,UNITED STATES (USA)
1A9638,2092,AMERICAN TRAILER SYSTEMS,,Trailer,UNITED STATES (USA)
1A9640,5066,"ADIRONDACK WHITE PINE CABINS, INC.",,Trailer,UNITED STATES (USA)
1A9642,5060,"ACTION WELDING & FABRICATION, INC.",,Trailer,UNITED STATES (USA)
1A9646,1259,"AMERICAN METAL FABRICATION, INC.",,Trailer,UNITED STATES (USA)
1A9648,11323,"AMERICAN HAWG CHOPPERS, INC.",,Motorcycle,UNITED STATES (USA)
1A9650,11783,"ALUMINA, INC.",,Trailer,UNITED STATES (USA)
1A9652,14098,ACE TRAILERS,,Trailer,UNITED STATES (USA)
1A9653,11545,ADVENTURE TRAILERS INC.,,Trailer,UNITED STATES (USA)
1A9654,11083,"ACCU-TEK TRAILER MANUFACTURING, INC.",,Trailer,UNITED STATES (USA)
1A9657,11094,ATLANTIC TRAILERS,,Trailer,UNITED STATES (USA)
1A9658,11068,ALUMINUM CARGO TRAILERS INC.,,Trailer,UNITED STATES (USA)
1A9659,11743,"AMERICAN FARRIER SYSTEMS, LLC",,Trailer,UNITED STATES (USA)
1A9660,10902,"ADVANCED TRAILER CONCEPTS, INC.",,Trailer,UNITED STATES (USA)
1A9662,8589,AVILA MANUFACTURING,,Trailer,UNITED STATES (USA)
1A9663,8803,ALL IN ONE CUSTOM FABRICATION & DESIGN,,Trailer,UNITED STATES (USA)
1A9664,10119,ARCADE IRON MOTORCYCLE COMPANY,,Motorcycle,UNITED STATES (USA)
1A9665,8624,ATSATV,,Trailer,UNITED STATES (USA)
1A9668,1256,"AMERICAN MANUFACTURING OPERATIONS, INC.",,Trailer,UNITED STATES (USA)
1A9669,9681,DETROIT TOOL INC. DBA ADVANCED FABRICATION,,Trailer,UNITED STATES (USA)
1A9670,9217,"AEROPUP TRAILERS, LLC",,Trailer,UNITED STATES (USA)
1A9671,9234,AHOY! HOUSEBOATS AND FISHHOUSES INC.,,Trailer,UNITED STATES (USA)
1A9672,9045,"ATTITUDE CUSTOM CYCLES, INC.",,Motorcycle,UNITED STATES (USA)
1A9673,8812,"ACME CRYOGENICS, INC.",,Trailer,UNITED STATES (USA)
1A9674,8814,ACES CHOPPERWORKS,,Motorcycle,UNITED STATES (USA)
1A9675,8838,AERO FLITE TRAILERS,,Trailer,UNITED STATES (USA)
1A9678,9050,ACCURATE CYCLE ENGINEERING,,Motorcycle,UNITED STATES (USA)
1A9679,8837,ALL SEASONS MANUFACTURING,,Trailer,UNITED STATES (USA)
1A9682,1417,AMERICAN TRAILERS,,Trailer,UNITED STATES (USA)
1A9683,8815,"ARIZONA WOODRIVER OUTFITTERS, LLC",,Trailer,UNITED STATES (USA)
1A9684,6856,ALUMINEX FABRICATION,,Trailer,UNITED STATES (USA)
1A9685,10935,"AURORA TRAILERS, LLC",,Trailer,UNITED STATES (USA)
1A9686,9465,"ADVANCED WELDING AND MANUFACTURING, INC.",,Trailer,UNITED STATES (USA)
1A9687,1400,ASPHALT EQUIPMENT & SERVICE CO.,,Trailer,UNITED STATES (USA)
1A9689,9697,AMP CUSTOMS,,Motorcycle,UNITED STATES (USA)
1A9690,8575,ANESKO'S CUSTOM TRAILERS,,Trailer,UNITED STATES (USA)
1A9692,9034,APOLLO CHOPPERS LLC,,Motorcycle,UNITED STATES (USA)
1A9695,10689,"ANDERSEN INDUSTRIES, INC.",,Trailer,UNITED STATES (USA)
1A9697,9339,ACTION ENTERPRISES & FABRICATION LLC,,Trailer,UNITED STATES (USA)
1A9698,8902,"ALCAN TRAILERS, LLC",,Trailer,UNITED STATES (USA)
1A9701,8654,"ABSOLUTE PERFORMANCE, INC.",,Motorcycle,UNITED STATES (USA)
1A9702,9911,ALL AMERICAN CHOPPERS CO.,,Motorcycle,UNITED STATES (USA)
1A9707,9266,ACME MOTORCYCLE CO.,,Motorcycle,UNITED STATES (USA)
1A9708,9435,APACHE GOLF CARS LLC,,Low Speed Vehicle (LSV),UNITED STATES (USA)
1A9710,9439,AMERICAN AIRBOAT CORPORATION,,Trailer,UNITED STATES (USA)
1A9711,17159,ALL AMERICAN BIG TWIN,,Motorcycle,UNITED STATES (USA)
1A9714,10418,ALL AMERICAN TRAILER MANUFACTURERS INC.,,Trailer,UNITED STATES (USA)
1A9717,8505,"ANARCHY MOTORCYCLE COMPANY, LLC",,Motorcycle,UNITED STATES (USA)
1A9718,9841,ADVANCE PUMP & EQUIPMENT INC.,,Trailer,UNITED STATES (USA)
1A9720,8724,ADRIAN HOMES,,Trailer,UNITED STATES (USA)
1A9725,1293,AMERICAN SPORT TRAILER COMPANY LLC,,Trailer,UNITED STATES (USA)
1A9726,11136,ALCOM HOLDING COMPANY LLC,,Trailer,UNITED STATES (USA)
1A9727,1186,A & A MANUFACTURING,,Trailer,UNITED STATES (USA)
1A9729,9531,"WILL-BURT INTEGRATION, INC.",,Trailer,UNITED STATES (USA)
1A9730,9828,ALBRIGHT BIKES LLC,,Motorcycle,UNITED STATES (USA)
1A9731,10460,ALSALOR CORP.,,Trailer,UNITED STATES (USA)
1A9733,10717,AUTOMOTIVE TRANSFORMATIONS INC.,,Trailer,UNITED STATES (USA)
1A9734,1366,"AG-QUIP, INC.",,Trailer,UNITED STATES (USA)
1A9736,9824,"ADVANCED CUSTOMS & CONVERSIONS, INC.",,Trailer,UNITED STATES (USA)
1A9737,11585,"AMERICAN HOTROD MANUFACTURING, LLC DBA AMERICAN",,Motorcycle,UNITED STATES (USA)
1A9739,10980,AMERICAN STEEL HORSE CYCLES,,Motorcycle,UNITED STATES (USA)
1A9747,11606,"ALUMINUM TRAILERS, INC.",,Trailer,UNITED STATES (USA)
1A9748,11748,"ARKFELD MFG. & DISTR. CO., INC.",,Trailer,UNITED STATES (USA)
1A9749,11914,"AMERICAN LAFRANCE, LLC",,Trailer,UNITED STATES (USA)
1A9751,10942,"ARIZONA TRAILER SPECIALISTS, INC.",,Trailer,UNITED STATES (USA)
1A9752,8914,"ARSENAL OF VIRGINIA, INC.",,Trailer,UNITED STATES (USA)
1A9753,1181,A & E TRAILERS,,Trailer,UNITED STATES (USA)
1A9754,13370,"AMERICAN EAGLE TRAILERS, INC.",,Trailer,UNITED STATES (USA)
1A9756,1195,ABSOLUTE CONCEPTS INC.,,Trailer,
1A9757,19484,"ALL AMERICAN MANUFACTURING, LLC",,Motorcycle,UNITED STATES (USA)
1A9758,11344,"AMERICAN CRAFTED TRAILERS, INC.",,Trailer,UNITED STATES (USA)
1A9759,1291,AMERICAN RECREATIONAL VEHICLES,,Trailer,UNITED STATES (USA)
1A9760,9740,AGUILAR'S WELDING INC.,,Trailer,UNITED STATES (USA)
1A9762,9363,"AFTER HOURS BIKES, INC.",,Motorcycle,UNITED STATES (USA)
1A9766,10777,"ALLENTOWN SHOTCRETE TECHNOLOGY, INC.",,Trailer,UNITED STATES (USA)
1A9767,8884,"ART IN MOTION, LLC",,Motorcycle,UNITED STATES (USA)
1A9768,12025,AMERICAN KULTURE ROD AND CYCLE SHOPPE DBA AMERICAN,,Motorcycle,UNITED STATES (USA)
1A9771,12026,AMERICAN KULTURE ROD AND CYCLE SHOPPE,,Trailer,UNITED STATES (USA)
1A9772,8883,"ARTECH PARTS FABRICATION, INC.",,Trailer,UNITED STATES (USA)
1A9773,9068,ALL PHASE TRAILER AND EQUIPMENT,,Trailer,UNITED STATES (USA)
1A9774,5828,AUTO CRAFT WHOLESALE AUTO,,Low Speed Vehicle (LSV),UNITED STATES (USA)
1A9776,1189,"A.R.M.(U.S.A.), INC.",,Trailer,UNITED STATES (USA)
1A9779,11777,ALL AROUND TRAILERS,,Trailer,UNITED STATES (USA)
1A9781,1188,A.Q. MANUFACTURING CORP.,,Trailer,UNITED STATES (USA)
1A9785,11215,ATEK TRAILERS,,Trailer,UNITED STATES (USA)
1A9788,10769,ARCWELD INC.,,Trailer,UNITED STATES (USA)
1A9790,1318,AFFORDABLE TRAILERS,,Trailer,UNITED STATES (USA)
1A9791,11653,APPLIED RESEARCH ASSOCIATES INC. VERTEK DIVISION,,Trailer,UNITED STATES (USA)
1A9793,1669,"AMAZE-N-TOW, LLC",,Trailer,UNITED STATES (USA)
1A9795,9197,ACME TRAILER WORKS INC.,,Trailer,UNITED STATES (USA)
1A9796,8515,A & E FABRICATORS,,Trailer,UNITED STATES (USA)
1A9798,11403,"ALL STAR CARTS & VEHICLES, INC.",,Trailer,UNITED STATES (USA)
1A9799,1191,A1 CYCLES INC.,,Motorcycle,UNITED STATES (USA)
1A9801,9757,ACTIVITY TRAILER LLC,,Trailer,UNITED STATES (USA)
1A9802,8929,AFFORDABLE ALUMINUM INC.,,Trailer,UNITED STATES (USA)
1A9804,8953,AEROBILT MANUFACTURING COMPANY,,Trailer,UNITED STATES (USA)
1A9805,9118,AMERICAN CLASSIC MOTORS INC.,,Motorcycle,UNITED STATES (USA)
1A9806,8681,ALL MARINE TRAILERS,,Trailer,UNITED STATES (USA)
1A9809,6218,"ACTION SIGNS AND BILLBOARDS, INC.",,Trailer,UNITED STATES (USA)
1A9810,6240,ACCUSTOMX,,Motorcycle,
1A9811,6688,AMERICANA CHOPPER COMPANY,,Motorcycle,UNITED STATES (USA)
1A9813,13352,CANNONBALL ENGINEERING LLC DBA ALAMEDA TRAILER SALES,,Trailer,UNITED STATES (USA)
1A9814,12045,ARCIMOTO INC.,,Motorcycle,UNITED STATES (USA)
1A9815,1194,ABILITY METALS,,Trailer,UNITED STATES (USA)
1A9816,12038,ACME GROUP LLC,,Trailer,UNITED STATES (USA)
1A9817,1187,"A. N. BOWLING, MFG.",,Trailer,UNITED STATES (USA)
1A9818,1184,A TO Z AUTO SALES,,Trailer,UNITED STATES (USA)
1A9820,7578,ANVIL TRAILER LLC,,Trailer,UNITED STATES (USA)
1A9822,12068,AMERICAN TRAILER BUILDERS,,Trailer,UNITED STATES (USA)
1A9823,11863,"ASTEC MOBILE SCREENS, INC.",,Trailer,UNITED STATES (USA)
1A9825,6669,AL'S MOTORSICKLE SHOP INC.,,Motorcycle,UNITED STATES (USA)
1A9827,13527,AMERICAN CUSTOM COACH,,Trailer,UNITED STATES (USA)
1A9828,6663,ANTRIM METAL WORKING & REPAIR LLC,,Trailer,UNITED STATES (USA)
1A9829,1685,"ALPHA PRODUCTS INTERNATIONAL, INC.",,Low Speed Vehicle (LSV),UNITED STATES (USA)
1A9830,6817,AFAB PETROLEUM EQUIPMENT & STEEL FABRICATION,,Trailer,UNITED STATES (USA)
1A9831,11928,ACCU-WELD TRUCK BODY & TRAILER INC.,,Trailer,UNITED STATES (USA)
1A9833,7190,ACE OF SPADES INC.,,Motorcycle,
1A9836,12158,ALLEY RAT CUSTOM CYCLES LLC,,Motorcycle,UNITED STATES (USA)
1A9837,12147,"AZLAND, INC.",,Trailer,UNITED STATES (USA)
1A9840,12168,ALL STAR TRAILERS,,Trailer,UNITED STATES (USA)
1A9841,7439,"AC PROPULSION, INC.",,Passenger Car,
1A9843,6177,ADVANCE LIFTS,,Trailer,UNITED STATES (USA)
1A9844,11884,AFC COMPANY,,Trailer,UNITED STATES (USA)
1A9845,6178,ALLEYKAT KUSTOMS OF ARIZONA,,Motorcycle,UNITED STATES (USA)
1A9849,11906,"AUSTIN WELDING SERVICE, INC.",,Trailer,UNITED STATES (USA)
1A9850,6686,"ALUMACAR USA, LLC",,Low Speed Vehicle (LSV),UNITED STATES (USA)
1A9851,1288,"AMERICAN PRODUCTS, LLC",,Trailer,UNITED STATES (USA)
1A9852,6705,ALL BOAT MANUFACTURING,,Trailer,UNITED STATES (USA)
1A9853,23374,"AMERICAN MADE PRODUCTS, INC.",,Trailer,UNITED STATES (USA)
1A9854,12189,"ALLIED MANUFACTURING, INC.",,Trailer,UNITED STATES (USA)
1A9855,9665,ALFRED INDUSTRIES,,Trailer,UNITED STATES (USA)
1A9857,7442,"ALL RIGHT STEEL, LLC",,Trailer,UNITED STATES (USA)
1A9858,1577,AMERIFAB INDUSTRIES INC.,,Trailer,UNITED STATES (USA)
1A9860,1556,"CLASSIC DESIGN TRAILERS, INC.",,Trailer,UNITED STATES (USA)
1A9861,7064,ATLAS CUSTOM TRAILERS INC.,,Trailer,UNITED STATES (USA)
1A9867,21087,ANDREW'S ORNAMENTAL IRON,,Trailer,UNITED STATES (USA)
1A9869,1688,ALL CUSTOM FABRICATIONS,,Trailer,UNITED STATES (USA)
1A9870,5177,AMERICAN TRUCK & TRAILER BODY CO. INC,,Trailer,UNITED STATES (USA)
1A9871,7075,ALL DAY LAWN CARE,,Trailer,UNITED STATES (USA)
1A9872,6634,AEP NORTH AMERICA,,Trailer,UNITED STATES (USA)
1A9873,6741,AWESOME REBUILD,,Trailer,UNITED STATES (USA)
1A9875,7073,AMERICAN TEARDROP,,Trailer,UNITED STATES (USA)
1A9876,7072,"ASHCROFT ENTERPRISES, LLC",,Motorcycle,UNITED STATES (USA)
1A9877,7409,ALL FAB TRAILERS,,Trailer,UNITED STATES (USA)
1A9881,19666,A RESTROOM TRAILER COMPANY LLC,,Trailer,UNITED STATES (USA)
1A9882,19880,AJAX TOCCO MAGNETHERMIC CORPORATION,,Trailer,UNITED STATES (USA)
1A9884,7866,APPALACHIAN TEARDROP COMPANY INC.,,Trailer,UNITED STATES (USA)
1A9890,7867,AIRTRONICS METAL PRODUCTS,,Trailer,UNITED STATES (USA)
1A9891,4859,ASC INCORPORATED,,Trailer,UNITED STATES (USA)
1A9893,12133,AMERICAN SUPER CYCLE,,Motorcycle,UNITED STATES (USA)
1A9894,7254,ARROW MANUFACTURING,,Motorcycle,UNITED STATES (USA)
1A9895,7426,"ALL STEEL TRAILER, LLC",,Trailer,UNITED STATES (USA)
1A9896,7267,"AMERICAN CARRIER EQUIPMENT TRAILER SALES, LLC",,Trailer,UNITED STATES (USA)
1A9898,7897,AMS GLOBAL INC,,Trailer,UNITED STATES (USA)
1A9900,7761,"ASTEC UNDERGROUND, INC.",,Trailer,UNITED STATES (USA)
1A9901,12121,ALAN RITCHEY INC.,,Trailer,UNITED STATES (USA)
1A9902,13648,"ADVANTAGE TERRAFAB, LLC",,Trailer,UNITED STATES (USA)
1A9909,6316,"ARCH MOTORCYCLE COMPANY, LLC",,Motorcycle,UNITED STATES (USA)
1A9910,11957,"AUGUSTA RV, LLC",,Trailer,UNITED STATES (USA)
1A9914,20516,"ADVANCE GREEN MANUFACTURING COMPANY, INC",,Bus,UNITED STATES (USA)
1A9915,20516,"ADVANCE GREEN MANUFACTURING COMPANY, INC",,Trailer,UNITED STATES (USA)
1A9917,12087,ALLEN FABRICATORS INCORPORATED,,Trailer,UNITED STATES (USA)
1A9920,1292,AMERICAN SCOOTER MANUFACTURING,,Motorcycle,UNITED STATES (USA)
1A9922,6101,AMERICAN JEREH INTERNATIONAL CORPORATION,,Trailer,UNITED STATES (USA)
1A9925,7285,ARBOC SPECIALTY VEHICLES LLC,,Bus,UNITED STATES (USA)
1A9932,12209,AMERICA'S INC.,,Low Speed Vehicle (LSV),UNITED STATES (USA)
1A9935,1182,A & M FABRICATIONS LLC,,Trailer,UNITED STATES (USA)
1A9938,20018,"ALUMINUM TRAILER GROUP, LLC",,Trailer,UNITED STATES (USA)
1A9939,7368,APPLIED CRYO TECHNOLOGIES,,Trailer,UNITED STATES (USA)
1A9940,6513,"AMELIT, INC.",,Motorcycle,UNITED STATES (USA)
1A9941,12263,"ABSOLUTE TRAILER SALES, INC.",,Trailer,UNITED STATES (USA)
1A9948,6580,ADVANTAGE CUSTOMS LLC,,Trailer,UNITED STATES (USA)
1A9949,6348,"AZ HOLDINGS, INC.",,Trailer,UNITED STATES (USA)
1A9950,16065,AMERICAS BEST CARGO INC.,,Trailer,UNITED STATES (USA)
1A9951,6364,AEROVAULT LLC,,Trailer,UNITED STATES (USA)
1A9953,1193,ABASTECEDORA DE TRACTOPARTES Y REFACCIONES LLC,,Trailer,
1A9956,6532,"ANDERSON CUSTOM IRON WORKS, LLC",,Trailer,UNITED STATES (USA)
1A9958,15866,"ALKANE TRUCK COMPANY, INC.",,Truck,UNITED STATES (USA)
1A9960,7360,OUTLAW TRAILERS OF TEXAS,,Trailer,UNITED STATES (USA)
1A9961,7365,"AIRBAGGED TRAILERS, INC.",,Trailer,UNITED STATES (USA)
1A9963,13361,ALEPH GROUP INC,,Trailer,UNITED STATES (USA)
1A9967,7493,ANDERSON INDUSTRIES,,Trailer,UNITED STATES (USA)
1A9968,7394,AIRTECH TOOLS LLC,,Trailer,UNITED STATES (USA)
1A9970,6518,AMERICAN STAR METAL FABRICATION LLC,,Trailer,UNITED STATES (USA)
1A9971,13788,ALIEN ENGINEERED PRODUCTS LLC,,Trailer,UNITED STATES (USA)
1A9974,6773,ARMOR INC.,,Trailer,UNITED STATES (USA)
1A9975,7514,"CLEAN BLAST SERVICES, INC. DBA ALUMINUM TRANSFER REPAIR",,Trailer,UNITED STATES (USA)
1A9980,7834,ABSOLUTELY WILD RANCH,,Motorcycle,UNITED STATES (USA)
1A9985,1255,AMERICAN MADE,,Motorcycle,UNITED STATES (USA)
1A9987,7167,"AMERICAN STEEL FABRICATORS, INC.",,Trailer,UNITED STATES (USA)
1A9991,13786,AMERICAN BEST CORPORATION,,Trailer,UNITED STATES (USA)
1A9992,17947,AUTOHAUS OF COLORADO DBA TRAILER MADE CUSTOM TRAILERS LLC,,Trailer,UNITED STATES (USA)
1A9994,13794,"ADVANCED METAL FABRICATION AND MACHINE, INC.",,Trailer,UNITED STATES (USA)
1A9995,15135,"ALUMA PRO TRAILERS, LLC.",,Trailer,UNITED STATES (USA)
1A9997,13808,"ADVANCED VEHICLES ASSEMBLY, INC.",,Multipurpose Passenger Vehicle (MPV),UNITED STATES (USA)
1A9998,13615,ALEXANDER'S MACHINE AND MAINTENANCE SERVICE COMPANY INC.,,Trailer,UNITED STATES (USA)
1A9999,13659,AG WORKS INTERNATIONAL,,Trailer,UNITED STATES (USA)
1A9AKL,11274,"ADIRONDACK KABINS, LLC",,Trailer,UNITED STATES (USA)
1AB,7436,AIRSTREAM INC.,AIRSTREAM INC.,Trailer,UNITED STATES (USA)
1AC,4479,AMERICAN MOTORS CORP.,AMERICAN MOTORS,Multipurpose Passenger Vehicle (MPV),UNITED STATES (USA)
1AF,11914,"AMERICAN LAFRANCE, LLC","AMERICAN LAFRANCE, MOBILE ARMOURED VEHICLE",Truck,UNITED STATES (USA)
1AJ,5582,AJAX MANUFACTURING CO. INC.,HERCULES AJAX,Trailer,UNITED STATES (USA)
1AL,4855,"ALLOY TRAILER, INC",ALLOY,Trailer,UNITED STATES (USA)
1AM,4479,AMERICAN MOTORS CORP.,AMERICAN MOTORS,Passenger Car,UNITED STATES (USA)
1B2,994,FCA US LLC,DODGE,Incomplete Vehicle,UNITED STATES (USA)
1B3,994,FCA US LLC,DODGE,Passenger Car,
1B4,994,FCA US LLC,DODGE,Multipurpose Passenger Vehicle (MPV),UNITED STATES (USA)
1B5,994,FCA US LLC,DODGE,Bus,UNITED STATES (USA)
1B6,994,FCA US LLC,DODGE,Incomplete Vehicle,UNITED STATES (USA)
1B7,994,FCA US LLC,DODGE,Truck,UNITED STATES (USA)
1B8,994,FCA US LLC,DODGE,Multipurpose Passenger Vehicle (MPV),UNITED STATES (USA)
1B9014,1897,BARRETT TRAILERS LLC,,Trailer,UNITED STATES (USA)
1B9038,15507,"BRADLEY INDUSTRIES, INC",,Trailer,UNITED STATES (USA)
1B9053,16958,BISCAMP'S TRAILER SALES,,Trailer,UNITED STATES (USA)
1B9064,15508,BRAINARD-KILMAN DRILL COMPANY,,Trailer,UNITED STATES (USA)
1B9066,16235,BROUGHAM BRIDGER INC,,Trailer,UNITED STATES (USA)
1B9072,15444,"BLAIR TRAILERS, INC",,Trailer,UNITED STATES (USA)
1B9073,12608,CHARLES P. SIEBERT,,Trailer,UNITED STATES (USA)
1B9077,16869,B-LINE CORPORATION,,Trailer,UNITED STATES (USA)
1B9079,15447,"BUD ANTLE, INC",,Trailer,UNITED STATES (USA)
1B9086,15506,BOLLIN MFG. CO.,,Trailer,UNITED STATES (USA)
1B9089,16083,BELLUE'S WELDING,,Trailer,UNITED STATES (USA)
1B9091,15437,B & GEE'S OFF ROAD,,Trailer,UNITED STATES (USA)
1B9094,13442,BOCK INDUSTRIES INC,,Trailer,UNITED STATES (USA)
1B9099,15663,BROWN PRODUCTION AND DEVELOPMENT CORPORATION,,Trailer,UNITED STATES (USA)
1B9100,13448,BEST BUILT MANUFACTURING INC,,Trailer,UNITED STATES (USA)
1B9101,16081,BAR-BEL FABRICATING,,Trailer,UNITED STATES (USA)
1B9102,18101,WEYHRICH INDUSTRIES INC.,,Trailer,UNITED STATES (USA)
1B9105,20039,"GOWEN ENTERPRISES, INC. DBA BIG JOHN TRAILERS",,Trailer,UNITED STATES (USA)
1B9110,4575,"BEAN & CONQUEST, INC.",,Trailer,UNITED STATES (USA)
1B9113,15398,"VIRONEX, INC",,Truck,UNITED STATES (USA)
1B9123,16078,BUILTRITE TRAILER MFG.,,Trailer,UNITED STATES (USA)
1B9124,15440,"BALESTRA CONSTRUCTION, INC",,Trailer,UNITED STATES (USA)
1B9125,16110,"BILDON, INC",,Trailer,UNITED STATES (USA)
1B9127,15448,"BUSHMAN DISTRIBUTION, INC",,Trailer,UNITED STATES (USA)
1B9131,1947,"BURCH BODY WORKS, INC.",,Trailer,UNITED STATES (USA)
1B9133,961,BUELL MOTORCYCLE CO.,,Motorcycle,UNITED STATES (USA)
1B9134,15446,BRITTON TRAILERS LTD,,Trailer,UNITED STATES (USA)
1B9139,17260,"BAYSHORE SYSTEMS, INC",,Trailer,UNITED STATES (USA)
1B9140,16087,BIENVILLE STEEL INC,,Trailer,UNITED STATES (USA)
1B9141,5084,"BRENT INDUSTRIES, INC.",,Trailer,UNITED STATES (USA)
1B9145,17713,BILT-REDI CORPORATION,,Trailer,UNITED STATES (USA)
1B9149,18246,"BURLINGAME INDUSTRIES, INC.",,Trailer,UNITED STATES (USA)
1B9166,18296,"BONNER METAL & FABRICATION, INC.",,Trailer,UNITED STATES (USA)
1B9172,18221,"BURKETT ENTERPRISES, INC. DBA THE GRAHAM CO.",,Trailer,UNITED STATES (USA)
